origin_node,dest_node,distance_km,method,source,url,retrieved_at,confidence
MRBH,SBTE,1637.29,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRBH,SBVT,388.09,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,MRBH,355.24,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,MRSP,366.84,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBAR,1472.32,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBBE,2455.42,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBBR,921.11,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBBV,3430.39,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBCG,1214.08,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBCT,674.11,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBCY,1573.12,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBEG,2854.73,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBFL,758.11,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBFZ,2180.9,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBGO,935.52,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBJP,1957.64,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBMO,1681.12,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBMQ,2685.9,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBNT,2068.86,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBPA,1120.71,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBPJ,1500.98,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBPV,2710.18,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBRB,2996.31,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBRF,1861.76,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBSL,2257.07,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBSV,1220.96,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBTE,1979.69,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRRJ,SBVT,418.32,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,MRBH,494.78,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,MRRJ,366.84,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBAR,1715.96,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBBE,2450.7,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBBR,841.36,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBBV,3281.62,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBCG,877.67,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBCT,344.27,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBCY,1301.76,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBEG,2673.93,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBFL,512.62,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBFZ,2349.58,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBGO,790.76,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBJP,2199.37,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBMO,1930.6,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBMQ,2644.15,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBNT,2297.82,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBPA,858.42,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBPJ,1462.59,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBPV,2446.78,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBRB,2699.77,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBRF,2111.42,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBSL,2325.28,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBSV,1462.88,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBTE,2077.52,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
MRSP,SBVT,751.19,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,MRBH,1221.64,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,MRRJ,1472.32,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,MRSP,1715.96,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBBE,1651.02,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBBR,1292.46,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBBV,3031.93,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBCG,2156.27,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBCT,2058.33,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBCY,2123.88,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBEG,2683.05,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBFL,2208.83,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBFZ,817.48,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBGO,1453.64,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBJP,485.96,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBMO,215.44,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
SBAR,SBMQ,1974.58,"great-circle (haversine, R=6371.0088 km); node coordinate = simple unweighted centroid of constituent airports for MRSP/MRRJ/MRBH, own coordinate for single-airport nodes",computed from OurAirports coordinates + ADR-0001 node definitions,https://davidmegginson.github.io/ourairports-data/airports.csv,2026-09-05,A
